Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118204774023,448603621,2022-12-19 19:11:35,2022-12-19 19:17:21,75.185.22.25,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,Pataskala,Columbus,,,,,,,,,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,Townhome/Condo,,,,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,Neighborhood Commercial,,,,,,Light Manufacturing,,Office/Service,,,,,,,Job Training,,,,Yes,Very,Very,Very,Somewhat,Very,,Broadband Internet,,,,,,,,,,,Improve Schools,Provide Social Services For All Ages,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Yes,,
118204772175,448603621,2022-12-19 19:02:10,2022-12-19 19:12:31,75.188.216.99,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,Reynoldsburg,,,,,Columbus,,,,,,,,Access to Employment,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Limited Growth,,,,,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,,,,,,Tax Reductions,,,,,,Yes,Very,Not,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Very important,No,,
118204770674,448603621,2022-12-19 18:28:03,2022-12-19 19:09:05,166.198.251.59,39.0684376,-79.8103467,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,,,,,,,,Pataskala,,,,,Elsewhere in Franklin County,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,Job Training,Business Centers,Industrial Park,,Yes,Very,Very,Somewhat,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,Local fiber internet,Property Tax Levy,,Somewhat important,Yes,,
118204768985,448603621,2022-12-19 19:00:35,2022-12-19 19:05:56,172.226.142.38,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,45 - 65 Years Old,66+ Years Old,,,,,,,Columbus,,,,,,,,Access to Employment,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,,100,None of the above,,,,,,,Pro Limited Growth,,,,,,,,,,Light Manufacturing,,,,,,,,,Job Training,Business Centers,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,Recycling,,,,,,Fire Station Facility,Improve Emergency Services,,,,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118204767455,448603621,2022-12-19 18:57:54,2022-12-19 19:04:03,165.225.58.18,41.88502705,-87.60030578,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,Senior/Assisted Living,,Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Somewhat,,Broadband Internet,,,Recycling,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Somewhat important,Yes,,
118204767767,448603621,2022-12-19 18:49:12,2022-12-19 19:03:58,76.181.122.76,39.9955726,-82.6742373,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,Neighborhood Commercial,,,,,,,,Office/Service,,,,,Tax Reductions,,,,,,Yes,Very,Very,Somewhat,Very,Somewhat,,,Central Water,Central Sewer,,,,,,,,,,,,Central Water and Sewer Facilities,,,Income (in association with Joint Economic Development District),,Very important,No,,
118204764526,448603621,2022-12-19 18:46:56,2022-12-19 18:58:37,71.79.225.234,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,96,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,Agri-Business,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,Business Centers,,,Yes,Very,Very,Very,Somewhat,Somewhat,,Broadband Internet,,,Recycling,Adopt-A-Highway,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,No,,
118204764381,448603621,2022-12-19 18:49:15,2022-12-19 18:57:14,193.42.0.78,40.6478171,-83.6089968,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,Reynoldsburg,,,,,,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,29,,Farm House/Large Lot,,,Accessory Dwelling Units,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,,,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,,,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,
118204762615,448603621,2022-12-19 18:39:31,2022-12-19 18:55:04,172.59.24.187,41.4996574,-81.6936772,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,Etna Township,Reynoldsburg,,,,,,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,,,,,,,,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Somewhat important,Yes,,The behaviors and actions of our trustees are an embarrassment.
118204761705,448603621,2022-12-19 18:32:47,2022-12-19 18:53:14,75.188.81.16,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,,,,,,,,,Columbus,,,,Elsewhere in Franklin County,,,,,,,,,Rural Atmosphere,,"Lower taxes, however the taxes each year keep going up!",Own,No - we have other occupations.,,< 2 Acres,52,,Farm House/Large Lot,,,,,,No Opinion,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Very,Very,,,,,,,,"Cost of water is ridiculous, there is no drought here. I paid less in California for water where there is a drought yearly.",None of the above,,,,,,,,,,None of the above,,Not important,No,,"The taxes in this community do not match the schools or the area we are living in. We moved here for the low taxes. Each year the taxes go up, my mortgage increased by 600.00 dollars in just a few years because of a new school. The water is outrageously expensive. For what we are paying for, we should have a lot more offered. I can only imagine if the board did improve things what the cost would be for everyone. I don't think people know how to budget."
118204760415,448603621,2022-12-19 18:29:49,2022-12-19 18:53:11,76.181.117.242,39.9955726,-82.6742373,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Growth,,,,,,Manufacturing,,,,,,Office/Service,,,Trade skill plumbing/electricians/ construction,,,,Job Training,,,,No,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,,,,,,,,,,,,No new taxes,Income (in association with Joint Economic Development District),,Very important,No,,"Would like a reduction in water, gas and electric rates for home owners.. utility companies  should provide avg cost savings per year per family based on previous bills. New industries should pay higher rates to lower homeowner bill.  Should b recapped on utility invoice for each customer. "
118204586803,448603621,2022-12-19 14:31:31,2022-12-19 18:49:12,75.188.196.231,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,No,Not,Not,Not,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,,,Bond Issue for Facilities,,Somewhat important,Maybe (please specify),Maybe,
118204759034,448603621,2022-12-19 18:23:41,2022-12-19 18:48:26,75.188.81.16,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,Access to Employment,,Cleanliness,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,80,,Farm House/Large Lot,,,,,,Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Somewhat,Very,Very,Very,Very,,,,,,Adopt-A-Highway,,,,,,,,,,,,Really? Another tax...multiple friends and myself included moved here for the lower taxes. It continues to go up year after year. No more!!,None of the above,,Not important,No,,"Traffic is so bad now in the township. The small town rural feel is gone.  We are slowly turning into a conjested busy Reynoldsburg. We do not need to compete with all the other Columbus suburbs.  We moved here 13 years ago because it was quiet, spread out, and the taxes were low.  It has definitely changed and sadly not for the better.  From the questions I just answered it sounds like it's going to get busier and more taxes are coming. If I want the chaotic busy suburb I can drive there but I want to come home to peace and quiet. "
118204750586,448603621,2022-12-19 18:17:56,2022-12-19 18:32:07,24.208.136.76,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,,Family live here,Own,No - we have other occupations.,,,99,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,Business Centers,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,,Improve Police Protection,,,,Property Tax Levy,,Very important,Maybe (please specify),Would never use it but maybe others would enjoy it,Our township is presently logjammed due to two members of the Etna Township board
118204749151,448603621,2022-12-19 17:38:28,2022-12-19 18:30:18,75.188.92.241,39.9622601,-83.0007065,I live in Etna Township,,,,,5 (SE),,,10 - 19 Years,,,,,,13 - 18 Years Old,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,,,,Pataskala,Columbus,New Albany,,,,,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,83,,Farm House/Large Lot,,,,,,Anti Growth,,,,,Agri-Business,,Logistics & Warehousing,,,,,,,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,,,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,"We need a sidewalk on the west side of Rte 310, south of Rte 40. There is a completely useless curb cut at Pike St, trapping the mobility-challeneged and violating ADA. Can we please finish that project before adopting others?"
118204749051,448603621,2022-12-19 18:23:29,2022-12-19 18:28:50,104.28.58.4,40.7127281,-74.0060152,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,,Etna Township,,,Granville,,Pataskala,,,,,,,,,Access to Employment,,Cleanliness,,Lack of Congestion,,,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,50,,,Single Family,Townhome/Condo,Accessory Dwelling Units,Senior/Assisted Living,,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,Rural Home Occupations,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,Relaxed Zoning,,,,,Yes,Not,Not,Somewhat,Not,Somewhat,,,,,,,,Need trails/bike paths. Main Roads are small and dangerous. ,,,,,,,,,Improve/Provide Parks and Recreation Facilities,Shouldn’t need taxes. Have developers put in sidewalks/ paths on main roads. ,None of the above,,Somewhat important,Yes,,Neighborhoods are disjointed and have no planning. Install sidewalks or paths. Make the developers include them. It’s not that difficult. The state just repaved rt 40. No paths. Refugee road was just resurfaced.  No paths. Work on Etna parkway no paths. Open up the roads for use by all. 
118204748933,448603621,2022-12-19 18:22:46,2022-12-19 18:28:28,75.186.29.128,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,,,,,26 - 44 Years Old,,66+ Years Old,,Reynoldsburg,,,,,,,,,,,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,,100,,,Single Family,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,,,,,,,,Business Centers,,,Yes,Very,Very,Very,Very,Very,None of the above,,,,,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,
118204747909,448603621,2022-12-19 18:23:27,2022-12-19 18:27:02,174.96.164.167,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,6 - 15 Acres,6 - 10 Acres,30,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,Light Manufacturing,,,Recreation/Resort Activity,,,,Tax Reductions,,,,,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,Central Water,Central Sewer,,,,,,,,,,,Improve Police Protection,Central Water and Sewer Facilities,,,Bond Issue for Facilities,,Very important,Yes,,I don't expect much with the Township being governed by a bunch of circus monkeys.  Most dysfunctional township I have ever lived in.
118204747684,448603621,2022-12-19 18:08:55,2022-12-19 18:26:48,76.181.236.239,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,Elsewhere in Franklin County,,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,96,,Farm House/Large Lot,,,Accessory Dwelling Units,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,,,,,,"Craft supply, pet store",,Light Manufacturing,,,Recreation/Resort Activity,,Social Services,,Tax Reductions,,Job Training,,,,Yes,Somewhat,Somewhat,Very,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118204747454,448603621,2022-12-19 18:20:41,2022-12-19 18:26:10,24.208.136.204,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,Elsewhere in Franklin County,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,42,,Farm House/Large Lot,,,,,,Anti Growth,,,,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,,,,,Recycling,,,,,,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,"The amount of developing that is currently taking place is turning this area into a congested mess.  The reason we live here is for the beauty of the country.  Probably moving soon as there is almost nothing left to enjoy, or for the wildlife"
118204745813,448603621,2022-12-19 18:15:53,2022-12-19 18:23:34,65.186.64.88,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,72,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,,,,,Too late to be asking now,None of the above,,,,,,,None of the above,,,,,,,Yes,Somewhat,Very,Very,Very,Very,,Broadband Internet,Central Water,,,,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Not important,No,,Our township is a joke ran by crooks.  These surveys mean nothing because all elected officials and appointed officials are not currently doing what is right for the community.  They have turned us into a laughing stock. 
118204745708,448603621,2022-12-19 18:17:19,2022-12-19 18:23:10,174.96.164.17,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,Elsewhere in Licking County,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,65,,Farm House/Large Lot,Single Family,,,,,Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Very,Not,Very,Very,,Broadband Internet,,,,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Not important,Yes,,
118204744747,448603621,2022-12-19 18:16:58,2022-12-19 18:21:03,174.96.164.167,39.9622601,-83.0007065,I live in Etna Township,,,,,5 (SE),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,6 - 10 Acres,51,,Farm House/Large Lot,Single Family,,,,,No Opinion,,,,Neighborhood Commercial,,,,,,,,,Recreation/Resort Activity,,,,Tax Reductions,,,,,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,Central Water,,,,,,,,,,,,Improve Police Protection,Central Water and Sewer Facilities,,,Bond Issue for Facilities,,Very important,Yes,,Most dysfunctional group of trustees running the township township like circus monkeys!
